,codigo,bairro,valor,condominio+iptu,area,banheiros,suites,garagem,portao eletronico,DCE,salas,total de uni.,varanda,piscinas,posicao,descricao da vaga,unidade por andar,sol da manha,playground,circuito de tv,quadra de esporte,jardins,elevador,academia,hall social,sauna,salao de festas,quartos,portaria permanente
1149,635973,colina de laranjeiras,150000.0,298.14,46.15,1.0,,1.0,1,0,1,48,1,0, Frente, privativa descoberta  ,6,0,1,1,1,1,1,1,1,0,1,2,1
143,622435,jardim camburi,280000.0,333.0,60.0,2.0,1.0,1.0,1,0,1,18,0,0, Frente, privativa ,6,1,0,0,0,0,0,0,1,0,0,2,0
1256,643283,coqueiral de itaparica,130000.0,299.61,50.0,1.0,,1.0,1,0,0,14,0,0, Frente, rotativa - descoberta  ,2,1,1,1,1,1,0,0,0,0,1,2,1
535,574922,barro vermelho,485000.0,297.0,84.0,1.0,1.0,1.0,1,1,1,68,1,0, Fundo, privativa / livres / coberta ,4,0,1,1,0,1,1,0,1,0,1,3,1
657,643902,jardim camburi,590000.0,587.58,105.0,3.0,1.0,1.0,1,0,1,12,1,0, Frente, coberta e solta n° 11 térreo. ,2,1,0,0,0,1,1,0,1,0,0,3,0
858,328965,jardim da penha,850000.0,1263.18,138.0,3.0,1.0,2.0,1,1,1,20,1,0, Lateral, solidárias ,4,1,0,0,0,0,1,0,1,1,1,4,1
1483,638320,praia da costa,800000.0,2200.0,268.0,2.0,2.0,2.0,0,1,2,8,2,0, Frente, cobertas e solidárias ,1,1,0,1,0,0,1,0,1,1,1,4,0
208,640283,santa cecília,315000.0,580.0,59.86,1.0,1.0,2.0,1,0,1,40,1,1, Lateral, vagas nº 09 e 09a - pilotis ,4,1,1,1,0,1,1,1,1,1,1,2,0
809,591161,jardim camburi,760000.0,553.0,170.0,3.0,2.0,2.0,1,0,1,5,1,1, Frente, privativas ,1,0,0,1,0,1,1,0,1,0,0,3,0
1011,427801,mata da praia,1680000.0,1085.0,145.0,1.0,2.0,2.0,1,1,1,52,1,1, Lateral," privativas, livres e cobertas ",4,0,1,1,1,1,1,1,1,1,1,4,1
485,644896,jardim camburi,450000.0,498.26,120.0,1.0,1.0,1.0,1,0,1,16,1,0, Fundo, ,4,0,0,1,0,1,1,0,1,0,0,3,0
362,596806,santa helena,390000.0,2.0,64.19,1.0,1.0,2.0,0,0,1,64,1,1, Fundo, ,8,0,0,1,0,1,1,1,1,0,1,2,0
636,636006,jardim da penha,570000.0,770.63,100.0,1.0,1.0,1.0,1,0,1,20,1,0, Frente, privativa e coberta ,4,1,0,1,0,1,1,0,0,0,1,3,1
1186,640166,laranjeiras,190000.0,352.0,54.0,1.0,1.0,1.0,1,0,1,220,1,1, Frente, descoberta no pavimento térreo em frente a portaria da torre ,6,1,1,1,0,1,1,1,1,1,1,2,1
1524,518454,praia da costa,1950000.0,1700.0,480.0,2.0,3.0,2.0,1,1,3,20,3,1, Frente, 1 solidária ,2,0,0,1,0,1,1,0,1,1,1,3,1
1035,492715,praia de santa helena,2200000.0,1818.16,210.0,1.0,2.0,4.0,1,1,2,30,4,1, Frente, ,2,1,1,1,1,1,1,1,1,1,1,4,1
1006,640413,mata da praia,1600000.0,0.0,160.0,1.0,2.0,2.0,1,0,1,52,1,1, Frente," privativas, solidárias e cobertas. ",4,1,1,1,1,1,1,1,1,1,0,4,1
1440,598755,itapuã,650000.0,400.0,137.17,1.0,1.0,2.0,1,1,1,48,1,1, Frente, privativa e coberta ,4,0,0,1,1,1,1,1,1,1,1,3,1
153,644124,maruípe,285000.0,240.0,104.0,1.0,1.0,1.0,1,0,0,9,0,0, Frente, privativa e coberta ,3,1,1,0,1,1,0,0,0,0,1,3,1
67,658877,santa terezinha,249000.0,312.0,50.0,1.0,,1.0,1,0,1,60,1,0, Lateral," privativa, livre, coberta ",6,0,0,0,0,0,1,0,1,0,0,2,0
1290,158670,praia das gaivotas,240000.0,400.0,70.0,1.0,1.0,1.0,1,0,1,44,1,0, Fundo, privativa ,4,0,1,1,0,1,1,0,1,0,1,3,1
911,576183,jardim da penha,985000.0,1319.85,198.57,3.0,2.0,2.0,1,0,2,24,2,1, Fundo, privativas e cobertas ,6,0,1,1,0,1,1,0,1,0,0,3,0
521,542524,santa lúcia,478000.0,551.68,64.0,1.0,1.0,2.0,1,0,1,40,1,1, Frente, privativa e coberta ,4,0,0,0,0,0,1,0,1,1,1,2,1
295,591425,bento ferreira,360000.0,660.0,58.0,1.0,1.0,2.0,1,0,1,76,2,1, Fundo, coberta ,4,0,0,1,0,1,1,1,1,1,1,2,1
180,548058,praia do canto,300000.0,1400.0,34.0,1.0,1.0,0.0,1,0,1,75,1,1, Frente, ,5,1,0,1,0,1,1,1,1,1,0,1,1
944,328584,barro vermelho,1190000.0,224.3,275.18,2.0,2.0,4.0,1,0,2,6,2,0, Frente, ,1,0,0,0,0,0,1,0,1,0,1,3,0
479,632319,jardim da penha,450000.0,621.28,85.0,1.0,1.0,1.0,1,1,1,0,0,0, Fundo, privativa ,0,0,0,1,0,0,1,0,0,0,0,3,0
1175,421107,jardim limoeiro,180000.0,0.0,52.5,1.0,,1.0,1,0,1,84,1,1, Lateral, privativa coberta ,6,0,1,1,0,1,1,0,1,0,1,2,1
193,635998,jardim da penha,300000.0,319.41,70.0,2.0,,1.0,0,1,1,24,1,0, Fundo, coberta ,4,1,0,0,0,0,0,0,0,0,0,2,0
1097,631894,praia de bicanga,120000.0,178.33,43.0,1.0,,1.0,1,0,1,0,0,1, Fundo, livres ,0,1,1,0,0,1,0,0,0,0,1,2,1
984,625933,praia do canto,1400000.0,988.0,134.0,4.0,3.0,3.0,1,1,2,35,2,1, Frente, privativas e espaçosas ,2,1,1,1,0,1,1,1,1,1,1,3,1
998,610115,mata da praia,1500000.0,960.0,170.0,3.0,1.0,2.0,1,1,1,22,1,1, Frente, privativas ,2,1,1,1,1,1,1,1,1,1,1,4,1
152,608443,enseada do suá,285000.0,395.0,47.0,1.0,,1.0,0,0,1,64,1,0, Frente," livre, privativa e coberta. ",4,0,0,0,0,1,1,1,1,1,0,1,0
502,634411,jardim camburi,462000.0,496.0,72.06,1.0,1.0,2.0,0,0,1,28,1,0, Frente, privativa / solidária / coberta ,4,0,0,1,0,0,1,0,1,0,0,2,0
287,521547,bento ferreira,355000.0,518.0,70.0,2.0,1.0,1.0,1,0,1,56,1,1, Fundo, privativa/coberta/livre ,4,0,0,1,1,1,1,0,1,0,1,2,1
26,602535,jardim camburi,205000.0,306.26,36.43,1.0,,1.0,1,0,1,160,1,1, Frente, ,20,1,0,1,0,0,1,1,1,0,1,1,1
155,545163,jardim da penha,288000.0,0.0,35.0,1.0,1.0,1.0,1,0,1,20,1,0, Frente, privativa e coberta ,4,0,0,1,0,1,1,1,1,1,0,1,1
828,599976,barro vermelho,795000.0,850.0,115.0,2.0,1.0,2.0,1,0,3,28,1,1, Frente, privativas e solidarias ,2,0,1,1,0,1,1,1,1,1,1,3,0
48,382230,praia do canto,228000.0,0.0,45.0,1.0,,0.0,1,0,1,28,0,0, Frente, ,4,0,0,1,0,0,1,0,0,0,0,1,1
220,636645,bento ferreira,320000.0,788.0,90.0,1.0,0.0,2.0,0,1,1,36,0,0, Fundo, livres e cobertas ,6,1,0,1,0,0,1,0,0,0,1,2,0
814,66457,jardim camburi,770000.0,750.0,160.0,1.0,1.0,2.0,1,0,2,28,1,1, Frente," privativa, livre e coberta ",4,1,0,1,0,1,1,0,1,1,1,3,1
61,82142,jardim camburi,245000.0,60.0,72.0,1.0,0.0,1.0,0,0,1,12,1,0, Frente," privativa, coberta e livre ",4,0,0,0,0,0,0,0,1,0,0,2,0
734,643172,praia do canto,670000.0,594.0,110.0,3.0,2.0,2.0,1,0,1,52,2,1, Fundo, solidárias e cobertas no térreo ,4,1,0,1,0,1,1,1,1,1,1,3,1
1498,522353,praia de itaparica,950000.0,500.0,180.0,1.0,2.0,2.0,1,1,1,48,1,1, Lateral, vinvuladas ,4,1,1,1,1,1,1,1,1,1,1,4,1
1213,615662,jardim limoeiro,230000.0,231.76,54.0,2.0,1.0,1.0,1,0,1,48,1,1, Fundo, descoberta ,6,1,1,1,0,1,1,0,1,1,1,2,1
1501,665170,praia da costa,950000.0,1565.0,369.0,3.0,2.0,3.0,1,1,3,14,1,1, Frente," cobertas, privativas e livres ",2,1,1,1,1,1,1,0,1,1,1,4,1
1234,602680,valparaíso,265000.0,360.0,76.33,2.0,1.0,2.0,0,0,1,96,1,0, Fundo, privativas ,8,0,0,0,0,0,0,0,0,0,0,3,0
1179,657734,morada de laranjeiras,180000.0,540.0,55.0,2.0,1.0,1.0,1,0,1,96,1,1, Frente, livre e descoberta ,4,0,1,1,0,1,1,0,1,0,1,2,1
649,614598,jardim da penha,585000.0,451.38,140.0,3.0,1.0,2.0,1,0,1,14,2,0, Frente," privativa, livre, solidária e coberta ",4,0,0,1,0,1,1,0,1,0,1,4,0
978,406861,jardim camburi,1350000.0,717.22,148.0,5.0,2.0,3.0,1,1,2,84,1,1, Lateral, livres ,4,1,1,1,1,1,1,1,1,1,1,4,1
1490,542704,praia de itaparica,850000.0,900.0,180.0,3.0,1.0,2.0,1,1,1,72,1,1, Lateral, privativas e cobertas ,8,1,1,1,0,1,1,0,1,1,1,4,1
872,654024,santa luíza,895000.0,575.28,105.0,1.0,1.0,2.0,1,0,1,78,1,1, Frente," privativa, coberta e livre ",6,0,1,1,0,1,1,1,1,1,1,3,1
552,546040,bento ferreira,500000.0,350.0,78.0,1.0,1.0,2.0,1,0,1,0,1,1, Lateral, ,0,1,1,1,0,1,1,1,1,1,1,3,1
344,60144,mata da praia,380000.0,348.0,102.0,2.0,0.0,1.0,1,1,1,6,0,0, Frente, cabem 2 carros. coberta e solidária. ,2,1,1,0,1,1,0,0,0,0,0,3,1
896,541657,jardim camburi,950000.0,700.0,190.0,1.0,2.0,2.0,1,0,1,12,1,1, Frente," privativas, cobertas ",2,1,0,1,0,1,1,0,1,1,1,3,1
838,617694,jardim da penha,818535.0,360.0,127.56,2.0,1.0,2.0,0,0,1,15,3,0, Frente, coberta - 4/4 a ,3,1,0,0,0,1,1,1,1,0,0,3,0
1527,519578,praia de itaparica,5200000.0,700.0,510.0,2.0,4.0,5.0,1,0,2,34,3,1, Frente, 3 soltas e 2 presas ,2,1,1,1,1,1,1,1,1,1,1,4,1
1209,616038,colina de laranjeiras,218000.0,175.6,55.33,1.0,,1.0,1,0,1,0,1,1, Frente, descoberta ,0,1,0,0,0,1,1,0,0,0,0,2,0
750,665187,jardim camburi,680000.0,522.43,98.0,1.0,1.0,2.0,0,0,1,66,1,1, Frente, pavimento g ,6,1,0,0,0,0,1,0,1,1,1,3,1
304,653132,jardim camburi,360000.0,297.0,58.0,1.0,1.0,1.0,1,0,1,180,1,1, Frente, livre e coberta ,6,1,1,1,1,1,1,1,1,1,1,2,1
62,583231,bento ferreira,245000.0,461.26,75.0,1.0,0.0,1.0,1,1,1,90,0,1, Frente, privativa/descoberta ,6,1,1,1,1,1,1,0,1,0,1,3,1
1520,78328,praia de itaparica,1800000.0,2850.0,340.0,2.0,4.0,3.0,1,1,2,13,3,1, Frente," cobertas, 02 livres e 01 presa ",1,1,0,1,0,1,1,0,1,1,1,4,1
21,653248,jardim da penha,199000.0,175.3,47.36,0.0,1.0,0.0,1,0,1,8,0,0, Frente, ,4,1,0,0,0,0,0,0,1,0,0,1,1
1075,594760,jardim tropical,95000.0,205.53,44.19,1.0,,1.0,1,0,1,16,0,0, Frente, rotativa descoberta ,4,1,1,0,1,1,0,0,0,0,1,2,1
1228,475236,valparaíso,256000.0,330.0,63.2,2.0,1.0,1.0,1,0,1,200,1,1, Frente, privativas nº 84 ,10,1,1,1,0,1,1,0,1,0,1,3,1
1110,631904,praia de bicanga,125000.0,178.33,43.0,1.0,,1.0,1,0,1,32,0,1, Frente, livres ,8,1,1,0,0,1,0,0,0,0,1,2,1
613,640351,jardim camburi,550000.0,454.06,100.0,3.0,1.0,2.0,1,0,1,32,1,0, Frente, cobertas e em linha (solidárias) ,4,1,0,1,0,1,1,0,1,1,1,3,0
375,622335,bento ferreira,395000.0,504.0,130.0,3.0,1.0,1.0,1,0,1,40,1,0, Frente, ,2,0,0,1,0,0,0,0,1,0,0,3,1
551,644019,jardim camburi,498000.0,500.0,66.12,3.0,1.0,2.0,0,0,1,100,1,1, Frente, privativa e coberta ,10,1,1,0,0,0,1,0,1,1,1,3,0
638,579576,jardim da penha,575000.0,405.24,105.0,1.0,1.0,1.0,1,1,1,20,2,1, Frente, livre e coberta ,4,1,0,0,0,0,1,0,1,0,1,3,0
756,622528,jardim da penha,690000.0,672.37,150.0,3.0,1.0,2.0,1,0,1,20,1,1, Frente, privativas e cobertas. ,4,0,1,1,0,1,0,0,1,0,1,3,0
1395,606139,praia da costa,440000.0,605.0,70.0,1.0,1.0,2.0,1,0,1,66,1,1, Lateral, coberta / privativa ,6,1,1,1,1,1,1,1,1,1,1,2,1
1424,652994,praia da costa,550000.0,490.0,98.82,3.0,1.0,2.0,1,1,1,54,2,1, Fundo," no p: as melhores! livres e cobertas, 30 e 31 ",6,1,1,1,0,1,1,0,1,1,1,3,1
207,640282,santa cecília,315000.0,330.0,59.58,1.0,1.0,2.0,1,0,1,40,1,1, Frente, vaga pilotis nº 15 descoberta ,4,1,1,0,0,1,1,0,1,1,1,2,1
24,184507,jardim da penha,200000.0,250.0,46.0,1.0,,1.0,1,0,1,48,1,0, Fundo, privativa  ,16,0,0,0,0,0,0,0,0,0,0,1,0
305,644875,jardim da penha,360000.0,250.0,100.0,2.0,1.0,1.0,0,0,1,48,1,0, Frente, descoberta /livre ,4,1,0,0,0,1,0,0,0,0,0,3,0
418,635285,bento ferreira,420000.0,0.0,79.99,1.0,1.0,1.0,0,0,1,28,1,1, Lateral, privativa / livre / coberta ,4,1,1,0,0,0,1,0,1,1,1,2,1
1362,619721,praia de itaparica,360000.0,926.42,66.52,1.0,1.0,1.0,1,0,1,243,1,1, Fundo, coberta ,9,0,1,1,1,1,1,0,0,1,1,2,0
679,598485,lourdes,620000.0,33.8,157.0,3.0,1.0,2.0,0,0,2,1,1,0, Frente, cobertas ,1,1,0,0,0,0,0,0,0,0,0,5,0
1212,509854,jardim atlântico,221000.0,327.0,95.0,1.0,1.0,1.0,1,0,1,16,1,0, Frente, privativa ,4,0,0,0,0,0,0,0,0,0,0,3,0
1303,665862,praia de itaparica,262000.0,250.0,53.08,1.0,,1.0,1,0,1,112,2,1, Lateral, privativa e coberta - nº 05 g1 ,8,0,1,1,0,1,1,1,0,1,1,2,0
1058,505887,praia de santa helena,3000000.0,1668.78,278.65,5.0,2.0,2.0,1,1,1,15,4,1, Frente, demarcadas e livres ,1,1,0,1,0,1,1,1,1,1,1,5,1
1278,648957,ilha dos aires,197000.0,678.16,49.41,1.0,,1.0,1,0,1,72,1,1, Frente, privativa e coberta - nº 29 ,6,1,1,1,0,1,1,1,1,1,1,2,1
1271,655148,praia de itaparica,187000.0,676.9,73.74,,1.0,1.0,1,0,1,160,1,1, Frente, privativa ,16,1,0,1,0,0,1,1,1,1,1,1,1
86,650915,santa terezinha,253000.0,568.2,55.0,1.0,0.0,1.0,1,0,1,36,0,0, Fundo, coberta ,4,0,0,0,0,1,1,0,1,0,1,2,0
420,640350,enseada do suá,420000.0,514.0,72.0,1.0,1.0,1.0,1,0,1,144,1,1, Frente, livre e descoberta ,6,1,1,1,1,1,1,1,1,1,0,2,1
145,646545,praia de santa helena,280000.0,1214.8,70.0,1.0,1.0,1.0,1,0,1,28,1,1, Fundo," privativa, coberta ",4,0,0,0,0,0,1,0,0,1,1,2,1
317,541685,bento ferreira,370000.0,1015.63,141.0,2.0,1.0,1.0,1,1,1,76,0,1, Frente, privativa ,4,1,1,1,1,1,1,1,1,1,1,3,1
486,57318,jardim camburi,450000.0,710.0,86.0,3.0,1.0,2.0,1,1,1,84,1,1, Fundo," privativas, uma coberta outra descoberta, cabendo mais um terceiro veiculo ",6,0,1,1,0,1,1,1,1,1,1,3,1
1225,649943,rosário de fátima,250000.0,264.0,66.45,2.0,1.0,1.0,1,0,1,250,1,1, Frente," estacionamento, demarcada e descoberta ",10,1,0,1,0,1,0,0,0,0,1,3,0
949,505146,jardim camburi,1200000.0,0.0,320.0,1.0,,2.0,1,1,1,0,1,0, Frente, privativa coberta ,0,1,0,0,0,0,0,0,0,1,0,2,0
75,590077,jardim camburi,250000.0,319.25,80.0,1.0,1.0,2.0,1,0,1,16,1,0, Frente, privativa ,4,1,0,1,0,0,0,0,0,0,0,3,1
188,611646,mata da praia,300000.0,329.1,42.55,1.0,,1.0,1,0,1,50,1,0, Lateral, privativa e coberta ,10,1,0,0,0,1,1,0,1,0,1,1,0
862,645406,barro vermelho,860000.0,658.0,107.0,1.0,1.0,2.0,1,0,1,114,2,1, Frente," privativa, solidária, coberta. ",6,1,1,1,0,1,1,0,1,1,1,3,1
1056,563927,barro vermelho,2995000.0,1721.1,348.0,6.0,4.0,4.0,1,1,2,30,3,1, Frente, coberta ,2,1,1,1,1,1,1,1,1,1,1,4,1
133,650740,jardim da penha,275000.0,308.44,74.0,2.0,1.0,1.0,1,0,1,12,1,0, Frente, solidária com o vizinho. porém de fácil acesso ,4,0,0,1,0,0,0,0,0,0,0,2,0
1391,649360,praia da costa,420000.0,300.0,62.48,1.0,1.0,1.0,1,0,1,39,1,1, Frente, privativa e coberta ,3,1,0,1,0,1,1,1,1,1,0,2,1
534,602832,jardim da penha,485000.0,426.0,110.0,2.0,1.0,1.0,0,1,1,12,0,0, Fundo, coberta e privativa ,4,1,0,0,0,0,1,0,1,0,0,3,0
1104,631825,praia de bicanga,125000.0,178.33,43.0,1.0,0.0,1.0,1,0,1,32,0,1, Lateral, livre ,8,1,1,0,0,1,0,0,0,0,1,2,1
1478,649281,praia da costa,750000.0,1800.0,160.0,1.0,2.0,2.0,1,0,1,72,1,1, Fundo, privativa e coberta ,4,0,1,1,1,1,1,1,1,1,1,4,1
104,596797,santa helena,263000.0,2.0,41.9,1.0,1.0,1.0,0,0,1,64,0,1, Fundo, livre descoberta ,8,0,0,1,0,1,1,1,1,0,1,1,0
833,371998,praia do canto,800000.0,1178.93,112.0,1.0,1.0,2.0,1,1,1,20,2,0, Frente, privativas e cobertas ,2,1,0,1,0,0,1,0,1,0,1,2,1
688,653244,enseada do suá,625000.0,676.63,84.0,1.0,1.0,2.0,1,0,1,96,1,1, Frente, solidárias e cobertas no g1 - 128 e 128a ,6,1,1,1,1,1,1,1,0,1,1,3,1
538,659557,jardim da penha,489900.0,0.0,60.0,1.0,1.0,1.0,0,0,1,24,1,0, Frente, ,4,0,0,0,0,1,1,0,1,1,1,2,1
900,575753,mata da praia,950000.0,1116.1,160.0,1.0,2.0,2.0,1,0,2,72,1,1, Frente, solidaria ,6,0,1,0,1,1,1,1,1,1,1,3,1
1342,625697,praia de itaparica,340000.0,652.0,70.0,1.0,1.0,1.0,1,0,1,40,1,1, Fundo, privativa / coberta ,4,1,1,1,0,1,1,1,1,1,1,2,0
273,589532,jardim camburi,350000.0,430.0,114.0,1.0,,1.0,0,0,2,9,0,0, Frente, privativa e coberta ,3,1,0,0,0,0,0,0,0,0,0,3,0
81,496863,bento ferreira,250000.0,0.0,38.0,1.0,,1.0,1,0,1,84,1,1, Lateral, privativa e coberta ,6,0,0,0,0,1,1,0,1,1,1,1,0
120,632071,jardim da penha,269000.0,326.0,70.0,1.0,0.0,1.0,0,0,1,12,1,0, Fundo, ,4,0,0,0,0,0,0,0,0,0,0,2,0
22,641948,jardim camburi,200000.0,326.2,60.0,1.0,,1.0,1,0,1,16,1,0, Frente, coberta - privativa e livre ,4,1,1,1,0,1,0,0,0,0,1,2,1
1127,657214,praia da baleia,135000.0,286.15,55.48,1.0,,1.0,0,0,0,40,0,0, Frente, descoberta ,8,1,0,0,0,0,0,0,0,0,0,2,0
1109,631892,praia de bicanga,125000.0,178.33,43.0,1.0,0.0,1.0,1,0,1,0,0,1, Frente, livres ,0,1,1,0,0,1,0,0,0,0,1,2,1
1280,648869,ilha dos aires,201000.0,678.16,49.41,1.0,,1.0,1,0,1,72,1,1, Frente, privativa e semi coberta - nº 27 ,6,1,1,1,0,1,1,1,1,1,1,2,1
616,653834,jardim camburi,550000.0,390.01,85.0,2.0,1.0,2.0,1,0,1,36,1,1, Fundo, solidária e coberta ,4,1,0,1,0,1,1,0,1,1,1,3,0
20,615935,jardim camburi,199000.0,262.1,60.0,1.0,,1.0,1,0,1,32,1,0, Frente, coberta ,8,0,0,0,0,0,0,0,0,0,0,1,0
719,121647,jardim da penha,650000.0,337.07,115.0,1.0,1.0,2.0,1,1,1,10,1,0, Frente," privativas, cobertas e solidárias ",2,0,0,1,0,1,1,0,1,0,1,3,0
1306,649208,praia de itaparica,272000.0,0.0,58.68,1.0,1.0,1.0,0,0,1,80,1,1, Fundo, privativa ,8,0,1,0,0,0,0,1,0,1,1,2,0
335,634300,jardim camburi,378000.0,327.88,78.0,1.0,1.0,1.0,1,0,1,54,1,0, Fundo, livre ,6,1,1,0,0,1,1,0,1,0,1,3,0
677,666666,jardim da penha,616622.0,0.0,80.14,1.0,1.0,2.0,0,0,1,15,1,0, Frente, privativa coberta ,3,1,0,1,0,1,1,1,1,0,0,2,0
1389,605909,praia da costa,420000.0,1473.63,165.0,2.0,1.0,2.0,1,1,1,20,1,0, Lateral, livres e cobertas no p ,2,1,0,1,0,0,1,0,1,1,1,4,1
879,473623,mata da praia,900000.0,701.0,115.0,1.0,1.0,2.0,1,0,1,160,1,1, Frente, livres / privativas ,4,0,1,1,0,1,1,0,1,0,0,4,1
376,622617,jardim camburi,395000.0,0.0,55.0,1.0,1.0,2.0,1,0,1,42,1,1, Fundo, livres  ,6,1,1,1,0,1,1,0,1,1,1,2,1
691,143534,mata da praia,630000.0,600.0,130.0,1.0,1.0,2.0,1,1,2,20,1,0, Frente," privativas, livres e cobertas. ",4,1,0,0,0,0,1,0,1,0,1,3,1
731,594188,bento ferreira,660000.0,593.34,84.7,1.0,1.0,2.0,1,0,1,52,1,1, Fundo," 01 vaga solidária, 01 livre cobertas ",4,0,0,1,0,1,1,0,1,1,1,3,1
1041,525138,jardim camburi,2250000.0,880.0,280.0,2.0,2.0,4.0,1,1,2,80,2,1, Frente," privativas, livres e cobertas ",4,0,1,1,1,1,1,1,1,1,1,4,1
278,630333,jardim camburi,350000.0,648.02,65.0,2.0,1.0,1.0,0,0,1,36,1,0, Frente, livre e coberta ,4,0,0,1,0,1,1,0,1,0,1,2,1
784,619436,jardim da penha,720000.0,564.6,85.0,1.0,1.0,2.0,1,0,1,24,1,1, Lateral, vagas nº 12 e 13 ,4,1,0,1,0,1,1,1,1,0,1,3,0
1328,644822,praia de itaparica,310000.0,619.56,75.0,1.0,,1.0,1,0,1,60,1,1, Fundo, privativa e coberta ,4,0,1,1,0,1,1,0,1,0,1,3,1
320,619821,jardim camburi,370000.0,0.0,58.08,1.0,1.0,1.0,1,0,1,90,1,1, Frente, livre / coberta ,6,1,1,0,0,0,1,0,1,1,1,2,0
176,625350,jardim da penha,298000.0,337.0,75.0,2.0,1.0,1.0,1,0,1,16,1,0, Fundo, privativa coberta ,4,0,0,0,0,0,0,0,1,0,0,2,0
463,653463,jardim da penha,445000.0,1286.98,128.0,2.0,1.0,1.0,1,1,1,10,1,0, Frente, privativa ,2,0,0,0,0,1,1,0,0,0,1,3,0
372,513757,jardim camburi,395000.0,378.01,70.0,2.0,1.0,1.0,1,0,1,36,1,1, Frente, privativa coberta ,6,1,0,1,0,1,1,0,1,1,1,2,1
629,658944,jardim camburi,560000.0,490.0,97.0,2.0,1.0,2.0,1,0,1,72,1,1, Frente, cobertas de solidárias ,8,1,1,1,0,1,1,0,1,0,1,3,1
8,524842,parque moscoso,168000.0,365.0,120.0,2.0,0.0,0.0,1,1,1,54,1,0, Lateral, não tem ,6,1,0,0,0,0,1,0,1,0,0,3,0
843,391638,barro vermelho,820000.0,717.0,176.45,5.0,2.0,1.0,1,1,1,7,1,0, Frente, livre ,1,1,0,0,0,0,1,0,1,0,1,4,0
653,506390,santa lúcia,590000.0,719.1,216.62,4.0,2.0,1.0,1,1,2,48,0,0, Frente, livre e coberta ,4,1,1,1,1,1,1,1,1,0,1,4,1
1414,394124,praia da costa,506000.0,517.4,211.2,1.0,1.0,2.0,1,1,1,40,1,1, Fundo, privativas e soltas ,4,1,1,0,1,0,1,0,1,1,1,4,1
840,607384,barro vermelho,820000.0,982.0,105.0,3.0,1.0,2.0,1,0,1,30,2,1, Frente, livres cobertas ,2,1,0,1,0,0,1,1,1,1,1,3,1
342,633184,praia de santa helena,380000.0,625.48,113.8,3.0,1.0,1.0,0,1,1,14,2,0, Frente, livre ,2,1,0,0,0,0,1,0,1,0,1,3,0
359,651038,jardim da penha,389000.0,350.0,73.0,1.0,1.0,1.0,1,0,1,20,1,0, Frente, ,4,0,0,1,0,1,1,0,0,0,0,3,1
95,657987,santa lúcia,259000.0,495.76,65.46,2.0,,1.0,0,0,1,12,1,1, Frente, coberta ,2,0,0,0,0,0,1,0,1,1,0,2,0
714,614551,jardim camburi,650000.0,432.67,130.0,2.0,2.0,2.0,1,0,1,24,1,0, Fundo, privativas e cobertas ,4,1,0,0,0,0,1,0,1,0,0,3,0
102,632835,jardim da penha,260000.0,330.72,65.0,1.0,,1.0,1,1,1,24,0,0, Lateral," privativa, coberta e solidaria ",4,0,0,0,0,0,0,0,0,0,0,2,0
1400,655209,praia da costa,450000.0,1053.5,84.0,1.0,1.0,2.0,1,0,1,144,1,1, Frente, privativa e coberta ,6,1,1,1,0,1,1,1,1,1,1,2,1
1219,567141,laranjeiras,250000.0,430.0,73.25,1.0,1.0,1.0,1,0,1,96,1,1, Frente, coberta ,8,1,1,1,1,1,1,1,1,1,1,2,1
56,496815,bento ferreira,240000.0,0.0,47.54,1.0,0.0,1.0,1,0,1,66,1,1, Frente, livre ,6,0,0,0,0,1,1,0,1,1,1,1,0
1325,523177,praia de itaparica,301900.0,400.0,54.0,2.0,1.0,1.0,1,0,1,88,1,1, Lateral, nº 10 pilotis 3º piso ,8,0,1,0,0,1,1,1,1,1,1,2,0
755,554727,jardim da penha,690000.0,655.54,105.0,1.0,1.0,2.0,1,1,1,40,1,1, Frente, solidárias e privativas ,4,1,1,0,0,0,1,1,1,1,1,3,1
939,607926,mata da praia,1150000.0,990.0,144.0,1.0,1.0,2.0,1,1,1,52,1,1, Outros, privativas e livres ,4,1,1,1,1,1,1,0,1,1,1,4,1
1452,628769,praia de itapoã,690000.0,733.22,192.85,4.0,1.0,2.0,1,0,1,10,2,1, Fundo, ,5,1,0,0,0,0,1,0,1,1,1,3,1
223,645484,jardim da penha,320000.0,294.66,61.0,1.0,,1.0,1,1,1,12,0,0, Frente, coberta - privativa e livre ,4,1,0,1,0,0,0,0,0,0,0,2,0
884,505141,jardim camburi,900000.0,0.0,257.0,1.0,3.0,2.0,1,1,2,3,2,0, Frente, privativa coberta ,1,1,0,0,0,0,0,0,0,0,0,4,0
400,626413,enseada do suá,410000.0,481.03,71.0,2.0,1.0,1.0,1,0,1,324,1,1, Fundo," coberta, privatiova e livre ",6,1,1,1,1,1,1,1,1,1,1,2,1
817,600039,bento ferreira,780000.0,1001.0,160.0,1.0,1.0,1.0,0,0,1,24,2,1, Frente, privativa ,2,1,1,1,0,0,1,0,1,1,1,4,1
325,647425,jardim da penha,370000.0,358.0,63.0,1.0,2.0,1.0,1,0,1,20,1,0, Frente," privativa, livre e coberta ",4,0,0,1,0,1,1,1,1,0,1,2,0
1494,629559,praia da costa,890000.0,1100.0,154.0,2.0,2.0,3.0,0,1,1,56,3,1, Lateral," cobertas, 02 solidárias e 01 solta, pavimento g1 ",4,1,1,1,0,0,1,1,1,1,1,4,0
